Date,Locations affected,Number of positive employees,Number of positive students
4/8/2021,Plato Academy Clearwater Charter School,0,1
4/8/2021,Safety Harbor Middle School,0,1
4/8/2021,Seminole High School,0,1
4/8/2021,Starkey Elementary School,0,1
4/7/2021,Boca Ciega High School,1,0
4/7/2021,Brooker Creek Elementary School,0,1
4/7/2021,Carwise Middle School,0,2
4/7/2021,Clearwater High School,0,1
4/7/2021,Disston Academy,1,0
4/7/2021,Fairmount Park Elementary School,0,1
4/7/2021,Frontier Elementary School,0,1
4/7/2021,Garrison-Jones Elementary School,0,1
4/7/2021,James B. Sanderlin K-8,0,1
4/7/2021,John Hopkins Middle School,1,1
4/7/2021,Lake St. George Elementary School,1,0
4/7/2021,Lakeview Fundamental Elementary School,0,1
4/7/2021,Lealman Innovation Academy,0,1
4/7/2021,New Heights Elementary School,0,1
4/7/2021,Northeast High School,0,2
4/7/2021,Perkins Elementary School,0,1
4/7/2021,Richard O. Jacobson Technical High School,1,0
4/7/2021,Skyview Elementary School,0,1
4/7/2021,Tyrone Middle School,0,1
4/7/2021,Woodlawn Elementary School,1,0
4/6/2021,Administration Building,1,0
4/6/2021,Bardmoor Elementary School,1,0
4/6/2021,Bay Point Elementary School,0,1
4/6/2021,Brooker Creek Elementary School,0,1
4/6/2021,Clearwater High School,0,1
4/6/2021,Coachman Service Center,1,0
4/6/2021,Countryside High School,0,1
4/6/2021,Cypress Woods Elementary School,1,0
4/6/2021,Douglas Jamerson Elementary School,0,1
4/6/2021,Dunedin Elementary School,0,3
4/6/2021,Hollins High School,0,1
4/6/2021,John Hopkins Middle School,0,1
4/6/2021,Lakewood High School,0,1
4/6/2021,Largo Middle School,0,1
4/6/2021,Marjorie Rawlings Elementary School,0,1
4/6/2021,Northeast High School,0,1
4/6/2021,Osceola Fundamental High School,0,1
4/6/2021,Osceola Middle School,0,1
4/6/2021,Ozona Elementary School,0,1
4/6/2021,Palm Harbor Middle School,0,1
4/6/2021,Pasadena Fundamental Elementary School,0,1
4/6/2021,Pinellas Park High School,0,1
4/6/2021,Seminole Elementary School,0,1
4/6/2021,St. Petersburg High School,0,1
4/6/2021,Starkey Elementary School,0,1
4/6/2021,Thurgood Marshall Fundamental Middle School,0,1
4/6/2021,Walter Pownall Service Center,1,0
4/5/2021,Bardmoor Elementary School,1,0
4/5/2021,Bauder Elementary School,0,1
4/5/2021,Bay Vista Fundamental Elementary School,0,1
4/5/2021,Bayside High School,0,1
4/5/2021,Boca Ciega High School,1,2
4/5/2021,Carwise Middle School,1,0
4/5/2021,Clearwater High School,0,2
4/5/2021,Countryside High School,1,0
4/5/2021,East Lake High School,0,3
4/5/2021,Frontier Elementary School,1,0
4/5/2021,Gulfport Elementary School,0,1
4/5/2021,Hollins High School,1,2
4/5/2021,James B. Sanderlin K-8,0,2
4/5/2021,John Hopkins Middle School,1,1
4/5/2021,Largo High School,0,3
4/5/2021,Largo Middle School,0,1
4/5/2021,Madeira Beach Fundamental,0,1
4/5/2021,Meadowlawn Middle School,1,0
4/5/2021,Mildred Helms Elementary School,0,1
4/5/2021,New Heights Elementary School,0,1
4/5/2021,North Shore Elementary School,0,1
4/5/2021,Northeast High School,0,2
4/5/2021,Osceola Fundamental High School,0,1
4/5/2021,Osceola Middle School,0,2
4/5/2021,Palm Harbor University High School,0,1
4/5/2021,Pinellas Park High School,0,1
4/5/2021,Ponce de Leon Elementary School,1,0
4/5/2021,Seventy-Fourth Street Elementary School,0,1
4/5/2021,Skycrest Elementary School,0,1
4/5/2021,Tarpon Springs Middle School,0,1
4/5/2021,Tyrone Middle School,0,1
4/1/2021,Administration Building,1,0
4/1/2021,Azalea Middle School,0,1
4/1/2021,Bay Point Middle School,1,0
4/1/2021,Blanton Elementary School,0,2
4/1/2021,Clearwater High School,0,1
4/1/2021,Countryside High School,0,1
4/1/2021,Dunedin High School,0,2
4/1/2021,East Lake High School,1,1
4/1/2021,Hollins High School,0,1
4/1/2021,Largo High School,0,1
4/1/2021,Lynch Elementary School,0,1
4/1/2021,Madeira Beach Fundamental,0,1
4/1/2021,Maximo Elementary School,0,1
4/1/2021,Osceola Fundamental High School,0,1
4/1/2021,Ozona Elementary School,0,0
4/1/2021,Pinellas Park High School,0,1
4/1/2021,Pinellas Park Middle School,0,1
4/1/2021,Seventy-Fourth Street Elementary School,0,1
4/1/2021,St. Petersburg High School,0,1
3/31/2021,Azalea Middle School,0,1
3/31/2021,Boca Ciega High School,0,1
3/31/2021,Calvin Hunsinger School,1,0
3/31/2021,Forest Lakes Elementary School,2,0
3/31/2021,Frontier Elementary School,2,0
3/31/2021,Northeast High School,0,1
3/31/2021,Palm Harbor University High School,0,1
3/31/2021,Pinellas Park High School,0,1
3/31/2021,Plato Academy Palm Harbor Charter School,1,0
3/31/2021,Tarpon Springs High School,0,1
3/30/2021,Clearwater Fundamental Middle School,0,1
3/30/2021,East Lake High School,0,1
3/30/2021,Lealman Innovation Academy,0,1
3/30/2021,Mount Vernon Elementary School,0,1
3/30/2021,Northeast High School,1,0
3/30/2021,Osceola Fundamental High School,0,1
3/30/2021,Palm Harbor University High School,0,1
3/30/2021,Paul B. Stephens ESE Center,0,1
3/30/2021,Pinellas Park High School,0,2
3/30/2021,Seminole High School,0,1
3/30/2021,Southern Oak Elementary School,1,0
3/30/2021,St. Petersburg High School,0,1
3/30/2021,Tarpon Springs Elementary School,1,0
3/29/2021,Anona Elementary School,0,1
3/29/2021,Blanton Elementary School,0,3
3/29/2021,Countryside High School,0,1
3/29/2021,Curtis Fundamental Elementary School,0,1
3/29/2021,Leila Davis Elementary School,0,1
3/29/2021,Maximo Elementary School,1,0
3/29/2021,Mildred Helms Elementary School,0,1
3/29/2021,Mount Vernon Elementary School,0,1
3/29/2021,Nina Harris ESE,1,0
3/29/2021,Oak Grove Middle School,0,1
3/29/2021,Osceola Fundamental High School,0,1
3/29/2021,Palm Harbor University High School,0,1
3/29/2021,Safety Harbor Elementary School,0,2
3/29/2021,Shore Acres Elementary School,1,0
3/29/2021,Sunset Hills Elementary School,1,1
3/29/2021,Thurgood Marshall Fundamental Middle School,0,1
3/26/2021,Administration Building,1,0
3/26/2021,Bay Point Elementary School,0,1
3/26/2021,East Lake High School,0,1
3/26/2021,Largo High School,0,1
3/26/2021,Palm Harbor University High School,0,1
3/26/2021,Perkins Elementary School,0,1
3/26/2021,Skyview Elementary School,0,2
3/26/2021,Walsingham Elementary School,0,1
3/26/2021,Westgate Elementary School,0,1
3/25/2021,Azalea Elementary School,0,1
3/25/2021,Bardmoor Elementary School,1,0
3/25/2021,Boca Ciega High School,0,1
3/25/2021,Highland Lakes Elementary School,0,1
3/25/2021,James B. Sanderlin K-8,0,1
3/25/2021,John Hopkins Middle School,0,1
3/25/2021,Lake St. George Elementary School,0,1
3/25/2021,Morgan Fitzgerald Middle School,0,1
3/25/2021,Mount Vernon Elementary School,0,1
3/25/2021,Plumb Elementary School,1,0
3/25/2021,Seminole Middle School,0,1
3/25/2021,Tarpon Springs Fundamental Elementary School,0,1
3/25/2021,Tarpon Springs Middle School,0,1
3/24/2021,Belleair Elementary School,0,1
3/24/2021,Carwise Middle School,1,0
3/24/2021,Clearview Adult Education Center,1,1
3/24/2021,Clearwater High School,0,1
3/24/2021,Countryside High School,0,1
3/24/2021,East Lake High School,0,1
3/24/2021,Lealman Avenue Elementary School,0,1
3/24/2021,Melrose Elementary School,2,0
3/24/2021,Morgan Fitzgerald Middle School,0,1
3/24/2021,Pinellas Park Elementary School,1,0
3/24/2021,Pinellas Park Middle School,0,1
3/24/2021,Ponce de Leon Elementary School,1,0
3/24/2021,Sawgrass Lake Elementary School,1,0
3/24/2021,Seventy-Fourth Street Elementary School,1,0
3/24/2021,St. Petersburg High School,0,1
3/23/2021,Azalea Middle School,1,0
3/23/2021,Bay Point Middle School,1,0
3/23/2021,Belcher Elementary School,0,1
3/23/2021,Boca Ciega High School,0,2
3/23/2021,Clearwater High School,1,1
3/23/2021,Countryside High School,0,1
3/23/2021,Dunedin High School,0,1
3/23/2021,East Lake High School,1,0
3/23/2021,Garrison-Jones Elementary School,1,0
3/23/2021,Gibbs High School,0,1
3/23/2021,Hollins High School,0,1
3/23/2021,Marjorie Rawlings Elementary School,0,1
3/23/2021,Meadowlawn Middle School,1,0
3/23/2021,Northeast High School,0,1
3/23/2021,Oak Grove Middle School,0,1
3/23/2021,Oakhurst Elementary School,1,0
3/23/2021,Palm Harbor University High School,0,2
3/23/2021,Sawgrass Lake Elementary School,0,1
3/23/2021,Seminole High School,0,2
3/23/2021,Seminole Middle School,0,2
3/23/2021,St. Petersburg High School,0,1
3/23/2021,Walter Pownall Service Center,1,0
3/22/2021,Administration Building,2,0
3/22/2021,Bay Point Elementary School,0,1
3/22/2021,Bay Vista Fundamental Elementary School,0,1
3/22/2021,Bayside High School,1,0
3/22/2021,Belcher Elementary School,1,2
3/22/2021,Belleair Elementary School,1,0
3/22/2021,Blanton Elementary School,1,0
3/22/2021,Boca Ciega High School,1,2
3/22/2021,Brooker Creek Elementary School,1,1
3/22/2021,Calvin Hunsinger School,1,0
3/22/2021,Carwise Middle School,1,0
3/22/2021,Chi Chi Rodriguez Academy,0,3
3/22/2021,Clearwater Fundamental Middle School,0,1
3/22/2021,Clearwater High School,0,1
3/22/2021,Countryside High School,1,3
3/22/2021,Cross Bayou Elementary School,1,0
3/22/2021,Curlew Creek Elementary School,1,1
3/22/2021,Douglas Jamerson Elementary School,0,1
3/22/2021,Dunedin Elementary School,0,2
3/22/2021,Dunedin High School,0,1
3/22/2021,East Lake High School,0,1
3/22/2021,Fairmount Park Elementary School,1,1
3/22/2021,Fuguitt Elementary School,0,3
3/22/2021,Garrison-Jones Elementary School,1,0
3/22/2021,Gibbs High School,0,1
3/22/2021,Gulf Beaches Elementary School,0,3
3/22/2021,High Point Elementary School,1,0
3/22/2021,Highland Lakes Elementary School,0,1
3/22/2021,Hollins High School,0,6
3/22/2021,James B. Sanderlin K-8,1,0
3/22/2021,Lakewood High School,0,1
3/22/2021,Largo High School,2,5
3/22/2021,Lealman Avenue Elementary School,1,0
3/22/2021,Lealman Innovation Academy,1,0
3/22/2021,Lynch Elementary School,2,0
3/22/2021,Marjorie Rawlings Elementary School,1,0
3/22/2021,Maximo Elementary School,1,1
3/22/2021,Meadowlawn Middle School,0,1
3/22/2021,Morgan Fitzgerald Middle School,2,1
3/22/2021,Mount Vernon Elementary School,0,3
3/22/2021,Nina Harris ESE,1,0
3/22/2021,Northeast High School,1,2
3/22/2021,Orange Grove Elementary School,1,0
3/22/2021,Osceola Fundamental High School,0,3
3/22/2021,Osceola Middle School,0,1
3/22/2021,Palm Harbor Middle School,0,1
3/22/2021,Palm Harbor University High School,1,4
3/22/2021,Pasadena Fundamental Elementary School,1,0
3/22/2021,Pinellas Central Elementary School,0,1
3/22/2021,Pinellas Park High School,0,1
3/22/2021,Pinellas Park Middle School,0,1
3/22/2021,Pinellas Primary/Prep Academy Charter,1,0
3/22/2021,Plato Academy Pinellas Park Charter School,1,0
3/22/2021,Plumb Elementary School,2,1
3/22/2021,Safety Harbor Middle School,1,0
3/22/2021,Sawgrass Lake Elementary School,0,2
3/22/2021,Seminole High School,0,3
3/22/2021,Seventy-Fourth Street Elementary School,2,1
3/22/2021,Sexton Elementary School,3,0
3/22/2021,Shore Acres Elementary School,0,2
3/22/2021,Southern Oak Elementary School,0,1
3/22/2021,St. Petersburg Collegiate Charter High School South Campus,0,1
3/22/2021,St. Petersburg High School,0,1
3/22/2021,Starkey Elementary School,0,1
3/22/2021,Tarpon Springs Elementary School,1,0
3/22/2021,Tyrone Middle School,2,0
3/22/2021,Walter Pownall Service Center,2,0
3/22/2021,Westgate Elementary School,2,0
3/12/2021,Azalea Middle School,0,1
3/12/2021,Bear Creek Elementary School,1,1
3/12/2021,Clearwater Fundamental Middle School,0,2
3/12/2021,Clearwater High School,2,1
3/12/2021,Countryside High School,0,2
3/12/2021,Curlew Creek Elementary School,1,0
3/12/2021,Curtis Fundamental Elementary School,0,1
3/12/2021,Dunedin Elementary School,4,1
3/12/2021,Dunedin High School,0,1
3/12/2021,Dunedin Highland Middle School,0,1
3/12/2021,East Lake High School,0,1
3/12/2021,Hollins High School,1,0
3/12/2021,Lakewood High School,0,2
3/12/2021,Largo High School,0,3
3/12/2021,Maximo Elementary School,1,0
3/12/2021,Meadowlawn Middle School,0,1
3/12/2021,Midtown Academy,0,1
3/12/2021,Oakhurst Elementary School,0,1
3/12/2021,Osceola Fundamental High School,0,1
3/12/2021,Osceola Middle School,1,0
3/12/2021,Paul B. Stephens ESE Center,0,1
3/12/2021,Pinellas Park High School,0,2
3/12/2021,San Jose Elementary School,1,0
3/12/2021,Seminole Elementary School,0,1
3/12/2021,Seminole Middle School,0,1
3/12/2021,Tarpon Springs High School,0,1
3/12/2021,Walter Pownall Service Center,1,0
3/12/2021,Woodlawn Elementary School,0,1
3/11/2021,Azalea Middle School,0,2
3/11/2021,Bay Point Elementary School,0,1
3/11/2021,Bayside High School,1,0
3/11/2021,Brooker Creek Elementary School,0,2
3/11/2021,Carwise Middle School,0,1
3/11/2021,Clearwater High School,0,1
3/11/2021,Dunedin High School,0,1
3/11/2021,East Lake Middle School,1,1
3/11/2021,Fuguitt Elementary School,0,1
3/11/2021,Gibbs High School,1,0
3/11/2021,Highland Lakes Elementary School,0,1
3/11/2021,Hollins High School,1,0
3/11/2021,Lakeview Fundamental Elementary School,0,1
3/11/2021,Largo High School,1,0
3/11/2021,Lealman Innovation Academy,0,1
3/11/2021,Lynch Elementary School,0,1
3/11/2021,Morgan Fitzgerald Middle School,0,2
3/11/2021,Oakhurst Elementary School,1,1
3/11/2021,Palm Harbor Middle School,0,2
3/11/2021,Palm Harbor University High School,0,2
3/11/2021,Pinellas Central Elementary School,1,0
3/11/2021,Pinellas Park High School,0,1
3/11/2021,Seminole High School,1,2
3/11/2021,Sexton Elementary School,2,0
3/11/2021,St. Petersburg High School,0,1
3/11/2021,Tarpon Springs Middle School,0,2
3/11/2021,Walter Pownall Service Center,1,0
3/10/2021,Administration Building,2,0
3/10/2021,Curlew Creek Elementary School,1,0
3/10/2021,Dunedin High School,0,1
3/10/2021,Forest Lakes Elementary School,0,1
3/10/2021,John Hopkins Middle School,0,1
3/10/2021,Mildred Helms Elementary School,0,1
3/10/2021,Osceola Fundamental High School,0,1
3/10/2021,Palm Harbor Middle School,0,4
3/10/2021,Palm Harbor University High School,0,1
3/10/2021,San Jose Elementary School,1,0
3/10/2021,Seminole High School,0,2
3/10/2021,Sexton Elementary School,0,2
3/10/2021,Skycrest Elementary School,1,0
3/10/2021,Skyview Elementary School,0,1
3/10/2021,St. Petersburg High School,0,1
3/10/2021,Sutherland Elementary School,1,0
3/10/2021,Tarpon Springs Middle School,0,1
3/10/2021,Walter Pownall Service Center,1,0
3/10/2021,Westgate Elementary School,0,1
3/9/2021,Administration Building,1,0
3/9/2021,Curlew Creek Elementary School,2,0
3/9/2021,Gibbs High School,0,1
3/9/2021,Largo Middle School,0,1
3/9/2021,Lealman Avenue Elementary School,1,0
3/9/2021,Morgan Fitzgerald Middle School,1,1
3/9/2021,Mount Vernon Elementary School,0,1
3/9/2021,New Heights Elementary School,0,1
3/9/2021,Orange Grove Elementary School,0,1
3/9/2021,San Jose Elementary School,1,0
3/9/2021,Sexton Elementary School,1,0
3/9/2021,Southern Oak Elementary School,0,1
3/9/2021,Tarpon Springs Middle School,0,1
3/8/2021,Bay Point Middle School,1,0
3/8/2021,Bay Vista Fundamental Elementary School,0,2
3/8/2021,Bear Creek Elementary School,1,0
3/8/2021,Boca Ciega High School,0,1
3/8/2021,Carwise Middle School,0,1
3/8/2021,Clearwater Fundamental Middle School,0,1
3/8/2021,Clearwater High School,0,2
3/8/2021,Countryside High School,0,2
3/8/2021,Cross Bayou Elementary School,0,1
3/8/2021,Curlew Creek Elementary School,1,0
3/8/2021,Dunedin Elementary School,3,1
3/8/2021,Dunedin High School,0,2
3/8/2021,Dunedin Highland Middle School,1,0
3/8/2021,East Lake High School,0,2
3/8/2021,Frontier Elementary School,1,0
3/8/2021,Gibbs High School,1,0
3/8/2021,Gulf Beaches Elementary School,0,1
3/8/2021,John Hopkins Middle School,0,1
3/8/2021,Lakeview Fundamental Elementary School,0,1
3/8/2021,Largo High School,0,2
3/8/2021,Lealman Avenue Elementary School,0,1
3/8/2021,Lealman Innovation Academy,0,1
3/8/2021,Lynch Elementary School,0,1
3/8/2021,Morgan Fitzgerald Middle School,1,2
3/8/2021,Northeast High School,0,1
3/8/2021,Oak Grove Middle School,0,1
3/8/2021,Osceola Fundamental High School,0,1
3/8/2021,Osceola Middle School,0,1
3/8/2021,Palm Harbor Middle School,1,1
3/8/2021,Palm Harbor University High School,0,2
3/8/2021,Pasadena Fundamental Elementary School,0,1
3/8/2021,Pinellas Park High School,0,3
3/8/2021,Pinellas Technical College Clearwater,0,1
3/8/2021,Pinellas Technical College St. Petersburg,0,1
3/8/2021,Safety Harbor Middle School,0,2
3/8/2021,Seminole High School,3,2
3/8/2021,Sexton Elementary School,1,0
3/8/2021,Thurgood Marshall Fundamental Middle School,0,1
3/8/2021,Tyrone Middle School,0,1
3/8/2021,Walter Pownall Service Center,1,0
3/5/2021,Academie da Vinci Charter School,0,1
3/5/2021,Bay Vista Fundamental Elementary School,0,1
3/5/2021,Boca Ciega High School,1,0
3/5/2021,East Lake High School,0,1
3/5/2021,Eisenhower Elementary School,0,1
3/5/2021,Ozona Elementary School,0,2
3/5/2021,Palm Harbor Middle School,0,2
3/5/2021,Perkins Elementary School,0,1
3/5/2021,Sandy Lane Elementary School,1,0
3/5/2021,Seminole High School,1,0
3/4/2021,Bay Vista Fundamental Elementary School,0,2
3/4/2021,Countryside High School,0,2
3/4/2021,Dunedin High School,0,1
3/4/2021,East Lake High School,0,1
3/4/2021,Garrison-Jones Elementary School,1,0
3/4/2021,Largo High School,0,2
3/4/2021,Lealman Avenue Elementary School,0,3
3/4/2021,Maximo Elementary School,1,1
3/4/2021,McMullen-Booth Elementary School,0,1
3/4/2021,Morgan Fitzgerald Middle School,0,1
3/4/2021,Osceola Fundamental High School,0,1
3/4/2021,Palm Harbor University High School,0,2
3/4/2021,Pasadena Fundamental Elementary School,0,1
3/4/2021,Pinellas Park High School,0,1
3/4/2021,Pinellas Park Middle School,0,1
3/4/2021,Safety Harbor Middle School,0,1
3/4/2021,Seventy-Fourth Street Elementary School,1,0
3/4/2021,Sexton Elementary School,1,0
3/4/2021,St. Petersburg High School,0,1
3/3/2021,Carwise Middle School,0,1
3/3/2021,Clearwater Fundamental Middle School,0,2
3/3/2021,Curtis Fundamental Elementary School,1,0
3/3/2021,Eisenhower Elementary School,0,1
3/3/2021,Enterprise Charter High School,2,0
3/3/2021,Gibbs High School,2,0
3/3/2021,Lealman Avenue Elementary School,0,1
3/3/2021,New Heights Elementary School,0,1
3/3/2021,Oakhurst Elementary School,1,0
3/3/2021,Orange Grove Elementary School,0,1
3/3/2021,Osceola Fundamental High School,1,1
3/3/2021,Pinellas Park Middle School,0,1
3/3/2021,Pinellas Secondary School,0,1
3/3/2021,Ridgecrest Elementary School,0,1
3/3/2021,Sandy Lane Elementary School,1,0
3/3/2021,Sawgrass Lake Elementary School,0,1
3/3/2021,Seminole High School,0,1
3/3/2021,Southern Oak Elementary School,0,1
3/3/2021,St. Petersburg High School,0,1
3/3/2021,Starkey Elementary School,0,1
3/2/2021,Bear Creek Elementary School,1,0
3/2/2021,Belleair Elementary School,0,1
3/2/2021,Boca Ciega High School,0,1
3/2/2021,Campbell Park Elementary School,0,1
3/2/2021,Clearwater Fundamental Middle School,1,0
3/2/2021,Curlew Creek Elementary School,0,1
3/2/2021,Dunedin High School,0,1
3/2/2021,East Lake High School,0,1
3/2/2021,Kings Highway Elementary School,0,1
3/2/2021,Largo High School,0,1
3/2/2021,Mildred Helms Elementary School,1,0
3/2/2021,New Heights Elementary School,1,0
3/2/2021,Pinellas Park High School,0,1
3/2/2021,Pinellas Secondary School,2,0
3/2/2021,Plumb Elementary School,0,1
3/2/2021,Safety Harbor Middle School,0,1
3/2/2021,Sexton Elementary School,0,1
3/2/2021,Shore Acres Elementary School,1,0
3/2/2021,Thurgood Marshall Fundamental Middle School,0,1
3/2/2021,Walsingham Elementary School,0,1
3/2/2021,Walter Pownall Service Center,1,0
3/1/2021,Administration Building,1,0
3/1/2021,Azalea Middle School,0,3
3/1/2021,Bay Point Elementary School,0,1
3/1/2021,Bay Point Middle School,0,2
3/1/2021,Bay Vista Fundamental Elementary School,0,2
3/1/2021,Belleair Elementary School,1,0
3/1/2021,Boca Ciega High School,0,1
3/1/2021,Carwise Middle School,1,0
3/1/2021,Clearview Adult Education Center,0,1
3/1/2021,Clearwater High School,0,2
3/1/2021,Countryside High School,0,2
3/1/2021,Dunedin High School,0,2
3/1/2021,Dunedin Highland Middle School,0,1
3/1/2021,East Lake High School,0,13
3/1/2021,East Lake Middle School,0,1
3/1/2021,Fairmount Park Elementary School,0,1
3/1/2021,Forest Lakes Elementary School,0,2
3/1/2021,Frontier Elementary School,0,2
3/1/2021,High Point Elementary School,0,1
3/1/2021,Hollins High School,0,2
3/1/2021,Largo High School,0,6
3/1/2021,Largo Middle School,0,1
3/1/2021,Lealman Avenue Elementary School,0,1
3/1/2021,Lealman Innovation Academy,0,1
3/1/2021,Leila Davis Elementary School,0,1
3/1/2021,Madeira Beach Fundamental,0,4
3/1/2021,McMullen-Booth Elementary School,0,4
3/1/2021,Meadowlawn Middle School,0,1
3/1/2021,Midtown Academy,0,1
3/1/2021,Morgan Fitzgerald Middle School,1,1
3/1/2021,New Heights Elementary School,2,0
3/1/2021,Oak Grove Middle School,0,4
3/1/2021,Oldsmar Elementary School,0,1
3/1/2021,Osceola Fundamental High School,2,3
3/1/2021,Osceola Middle School,0,6
3/1/2021,Ozona Elementary School,0,1
3/1/2021,Palm Harbor University High School,0,1
3/1/2021,Pasadena Fundamental Elementary School,0,1
3/1/2021,Pinellas Park High School,0,7
3/1/2021,Pinellas Park Middle School,0,2
3/1/2021,Ridgecrest Elementary School,0,1
3/1/2021,Safety Harbor Elementary School,1,0
3/1/2021,Safety Harbor Middle School,0,2
3/1/2021,Seminole High School,0,3
3/1/2021,St. Petersburg High School,0,2
3/1/2021,Starkey Elementary School,0,1
3/1/2021,Tarpon Springs High School,0,4
3/1/2021,Tyrone Middle School,1,1
3/1/2021,Walter Pownall Service Center,3,0
2/26/2021,Administration Building,0,1
2/26/2021,Bay Point Middle School,1,0
2/26/2021,Bayside High School,0,1
2/26/2021,Countryside High School,1,0
2/26/2021,Dunedin Elementary School,1,0
2/26/2021,East Lake High School,0,2
2/26/2021,Gibbs High School,0,2
2/26/2021,Gulf Beaches Elementary School,0,1
2/26/2021,High Point Elementary School,0,2
2/26/2021,Highland Lakes Elementary School,0,1
2/26/2021,Lake St. George Elementary School,0,1
2/26/2021,Lakewood Elementary School,1,0
2/26/2021,Largo High School,0,1
2/26/2021,Lealman Innovation Academy,0,1
2/26/2021,Northeast High School,0,1
2/26/2021,Orange Grove Elementary School,1,0
2/26/2021,Paul B. Stephens ESE Center,1,0
2/26/2021,Pinellas Technical College Clearwater,0,1
2/26/2021,Ponce de Leon Elementary School,1,2
2/26/2021,Safety Harbor Middle School,0,1
2/26/2021,Sandy Lane Elementary School,2,0
2/26/2021,Sawgrass Lake Elementary School,0,1
2/26/2021,Southern Oak Elementary School,1,0
2/26/2021,Starkey Elementary School,0,1
2/25/2021,Azalea Elementary School,0,1
2/25/2021,Bardmoor Elementary School,1,0
2/25/2021,Boca Ciega High School,0,2
2/25/2021,Carwise Middle School,1,0
2/25/2021,Clearview Adult Education Center,0,1
2/25/2021,Countryside High School,0,1
2/25/2021,East Lake High School,1,2
2/25/2021,Largo High School,0,1
2/25/2021,McMullen-Booth Elementary School,0,1
2/25/2021,Melrose Elementary School,0,1
2/25/2021,Midtown Academy,1,0
2/25/2021,New Heights Elementary School,0,1
2/25/2021,Palm Harbor University High School,0,2
2/25/2021,Pinellas Park High School,0,1
2/25/2021,Pinellas Park Middle School,0,2
2/25/2021,Pinellas Technical College Clearwater,0,1
2/25/2021,Plato Academy Clearwater Charter School,0,1
2/25/2021,Plato Academy Pinellas Park Charter School,0,1
2/25/2021,Safety Harbor Elementary School,1,1
2/25/2021,Sawgrass Lake Elementary School,0,1
2/25/2021,Seminole High School,1,2
2/25/2021,Skycrest Elementary School,0,3
2/25/2021,Starkey Elementary School,0,1
2/25/2021,Walter Pownall Service Center,1,0
2/24/2021,Bay Point Middle School,1,0
2/24/2021,Clearwater High School,0,1
2/24/2021,Cross Bayou Elementary School,0,1
2/24/2021,East Lake Middle School,0,2
2/24/2021,Frontier Elementary School,0,1
2/24/2021,John Hopkins Middle School,0,1
2/24/2021,Ozona Elementary School,0,1
2/24/2021,Paul B. Stephens ESE Center,1,0
2/24/2021,Pinellas Park High School,0,1
2/24/2021,Richard O. Jacobson Technical High School,0,1
2/24/2021,Safety Harbor Middle School,0,1
2/24/2021,Sandy Lane Elementary School,1,0
2/24/2021,Skycrest Elementary School,0,1
2/24/2021,Skyview Elementary School,0,1
2/24/2021,St. Petersburg High School,1,0
2/24/2021,Tarpon Springs High School,0,1
2/24/2021,Thurgood Marshall Fundamental Middle School,0,1
2/24/2021,Woodlawn Elementary School,0,1
2/23/2021,Bay Point Elementary School,0,1
2/23/2021,Belleair Elementary School,1,2
2/23/2021,Countryside High School,0,1
2/23/2021,East Lake High School,1,5
2/23/2021,Gibbs High School,1,0
2/23/2021,Gulfport Elementary School,1,0
2/23/2021,Hollins High School,0,1
2/23/2021,John Hopkins Middle School,1,0
2/23/2021,Lealman Avenue Elementary School,0,1
2/23/2021,Lynch Elementary School,0,1
2/23/2021,New Heights Elementary School,0,2
2/23/2021,Northeast High School,0,1
2/23/2021,Oakhurst Elementary School,0,1
2/23/2021,Orange Grove Elementary School,1,0
2/23/2021,Osceola Middle School,1,1
2/23/2021,Ozona Elementary School,0,1
2/23/2021,Paul B. Stephens ESE Center,1,0
2/23/2021,Perkins Elementary School,0,1
2/23/2021,Pinellas Park Elementary School,0,1
2/23/2021,Pinellas Park High School,0,1
2/23/2021,Pinellas Park Middle School,0,1
2/23/2021,Pinellas Technical College Clearwater,0,1
2/23/2021,Sandy Lane Elementary School,1,0
2/23/2021,Skycrest Elementary School,1,1
2/23/2021,Starkey Elementary School,0,3
2/23/2021,Tyrone Middle School,0,1
2/23/2021,Walter Pownall Service Center,2,0
2/22/2021,Administration Building,2,0
2/22/2021,Bay Point Middle School,0,1
2/22/2021,Bay Vista Fundamental Elementary School,1,1
2/22/2021,Belleair Elementary School,1,0
2/22/2021,Blanton Elementary School,0,3
2/22/2021,Boca Ciega High School,0,3
2/22/2021,Campbell Park Elementary School,0,1
2/22/2021,Carwise Middle School,0,1
2/22/2021,Clearwater High School,0,1
2/22/2021,Countryside High School,0,3
2/22/2021,Dunedin High School,0,2
2/22/2021,East Lake High School,4,6
2/22/2021,East Lake Middle School,0,2
2/22/2021,Fairmount Park Elementary School,0,1
2/22/2021,Forest Lakes Elementary School,1,2
2/22/2021,Gibbs High School,0,2
2/22/2021,Gulfport Elementary School,1,0
2/22/2021,High Point Elementary School,0,2
2/22/2021,Hollins High School,0,3
2/22/2021,Lake St. George Elementary School,0,2
2/22/2021,Lakewood High School,0,1
2/22/2021,Largo High School,1,4
2/22/2021,Largo Middle School,0,2
2/22/2021,Madeira Beach Fundamental,0,2
2/22/2021,Morgan Fitzgerald Middle School,0,5
2/22/2021,Osceola Fundamental High School,1,3
2/22/2021,Osceola Middle School,0,1
2/22/2021,Ozona Elementary School,0,2
2/22/2021,Palm Harbor Middle School,0,2
2/22/2021,Palm Harbor University High School,0,1
